index,ra,dec,pmra,pmdec,pml,pmb,phot_g_mean_mag,l,b,psfmag_u,psfmagerr_u,psfmag_g,psfmagerr_g,psfmag_r,psfmagerr_r,psfmag_i,psfmagerr_i,psfmag_z,psfmagerr_z,hrv,hrv_e,logg,logg_e,teff,teff_e,feh,feh_e,helio_dist,X,Y,Z,GalR,Galphi,Galz,Galdist,GalRecX,GalRecY,GalRecZ,U,V,W,GalU,GalV,GalW,GalRVel,GalphiVel,GalzVel,JR,Jphi,Jz,E,apocentre,pericentre,eccent,zmax,orb_incl,orb_incl_deg
72,196.96282404,0.15581351,-102.17900466,21.11159181,-98.25108262,35.11371622,14.93420432,311.91997908,62.74077841,16.55739000,0.01899694,15.42807000,0.01285827,14.97453000,0.01967832,14.81383000,0.01659130,14.77179000,0.01215243,79.60190000,1.31011000,4.44607900,0.03557911,5688.42900000,21.91751000,-1.15387700,0.05367840,773.08209516,0.23656120,-0.26346689,0.68722625,8.09558330,6.25063504,0.71248454,8.12687536,8.09129496,-0.26346689,0.71248454,-319.98560711,-182.56976883,129.70094501,309.97922153,69.63023117,139.99906296,307.54893887,79.68147258,139.99906296,1686.66123004,645.06799844,275.23756951,-122817.73169700,25.94806421,1.90097528,0.86348001,15.96992782,0.79049964,45.29229280
77,50.98494583,4.24456861,25.40253624,-9.30230173,24.05752617,12.37162477,16.04205014,178.40420043,-41.64008386,17.64226000,0.01562830,16.57545000,0.02408739,16.11345000,0.01654834,15.93926000,0.02081800,15.81492000,0.01841192,255.82640000,2.60273000,4.02268600,0.10233360,6349.93700000,44.93296000,-1.59974300,0.01865434,1658.83296825,-1.23922052,0.03452364,-1.10221025,9.57271700,0.00360647,-1.07233698,9.63259141,9.57265474,0.03452364,-1.07233698,-260.99842193,-181.98211881,-97.27849273,251.70077946,70.21788119,-87.16338191,251.95238072,69.30967515,-87.16338191,1286.78752431,663.48190522,94.05033016,-135866.29265000,19.81707012,1.59570361,0.85095779,6.09603254,0.57224765,32.78737515
78,114.56392252,41.14082474,15.67160950,-25.23233627,28.34518771,8.87808941,15.83018562,177.95732981,25.84673600,17.27019000,0.01388121,16.24972000,0.01198981,15.91355000,0.00829248,15.78873000,0.01368860,15.75665000,0.01341177,-246.78350000,1.81512600,3.88118000,0.03253898,6293.87100000,21.94198000,-1.08251700,0.05077169,1991.14795033,-1.79082170,0.06387222,0.86807150,10.11830513,0.00631258,0.89965684,10.15822234,10.11810353,0.06387222,0.89965684,248.92924373,-276.59811653,-32.17204080,-258.42761473,-24.39811653,-23.64885033,-258.57647987,-22.76629536,-23.64885033,1624.00800739,-230.35632309,12.83475813,-137185.06447600,19.69500709,0.46447715,0.95391974,1.32316037,2.59054381,148.42722688
79,148.99728124,0.47189690,39.88438993,-66.75723973,77.43149676,-7.18727532,15.50751334,237.81778240,40.19737105,17.20560000,0.01618932,16.06405000,0.01272503,15.57698000,0.01098185,15.39046000,0.01214251,15.31608000,0.01980726,2.04618200,1.35523700,4.38222500,0.06972074,5541.87500000,20.81414000,-1.03560400,0.02131809,956.49316452,-0.38912432,-0.61834446,0.61734234,8.73909882,6.21237005,0.64455389,8.76283618,8.71719556,-0.61834446,0.64455389,285.11452781,-206.12106614,-23.57146227,-294.63956696,46.07893386,-15.16125641,-297.16146136,25.11590034,-15.16125641,1723.23052978,219.49033508,9.65152470,-134583.79475300,20.77223871,0.45472550,0.95715586,0.80766126,0.67526663,38.68992822
80,138.66527619,30.96242853,-3.78352699,-9.54895693,8.77671640,-5.33543850,16.55342886,194.69677020,42.92785206,18.05686000,0.01300689,17.07759000,0.01830422,16.64604000,0.01615408,16.45158000,0.01642886,16.38588000,0.02519713,301.16930000,2.39227700,3.57177000,0.15907820,5665.07000000,62.26581000,-1.76603900,0.02202712,1378.14661905,-0.97607984,-0.25601094,0.93862381,9.30666730,6.25567350,0.96766581,9.35683886,9.30314542,-0.25601094,0.96766581,-221.72113668,-117.43239554,179.59691818,211.55949279,134.76760446,189.58808675,207.77220047,140.53625480,189.58808675,923.91747888,1307.92416756,622.26613444,-125979.36684000,22.79007982,4.91314724,0.64530145,16.09384241,0.82229854,47.11423607
81,116.13887983,27.01168797,7.53980842,-26.84099295,27.80499960,-2.04196249,16.16730267,193.20672892,22.90627225,17.46598000,0.01769355,16.50743000,0.01939314,16.23696000,0.02260583,16.12793000,0.02514620,16.06359000,0.02107794,-187.84780000,2.12332900,4.02471000,0.09747498,6253.57400000,24.94547000,-1.56736800,0.03703708,2495.89653292,-2.23827131,-0.52525913,0.97146481,10.57827703,6.23351037,1.00444624,10.62585795,10.56522824,-0.52525913,1.00444624,234.46402592,-282.89618714,-95.36976991,-243.76521253,-30.69618714,-86.80112228,-241.94031292,-42.76236347,-86.80112228,1368.64394308,-452.35212733,132.91576050,-134783.85716000,20.36510276,1.22081036,0.88688824,7.45907525,2.38375899,136.57932967
89,140.01166747,31.29811567,-3.42726799,-15.06813932,14.36180859,-5.70380948,16.63601898,194.49574843,44.11935604,18.02779000,0.02259984,17.04734000,0.02549985,16.66589000,0.01932000,16.56951000,0.02594629,16.54841000,0.01666129,237.90120000,1.86639600,4.29400800,0.08544686,6083.91000000,26.78864000,-1.10355700,0.02299037,2379.93837757,-1.65414753,-0.42766069,1.65680686,9.98812795,6.24035531,1.68796177,10.12975394,9.97896819,-0.42766069,1.68796177,-168.16473583,-210.83498616,119.41951904,158.19118051,41.36501384,129.24381872,156.27498736,48.10033563,129.24381872,683.59258874,480.43230660,436.49760477,-149037.05123300,14.58370712,2.09181200,0.74911582,10.86267366,0.98119444,56.21830037
94,183.01414694,18.83522900,1.49662302,-19.40968143,14.93820178,-12.48301810,16.26117847,253.36258975,77.72496294,17.52521000,0.01250981,16.65709000,0.02989486,16.34698000,0.01529943,16.21773000,0.02158225,16.20686000,0.01475818,-215.91460000,2.51113200,4.06909100,0.09962413,6180.70500000,28.89201000,-1.85010000,0.02806569,1936.95465036,-0.11790573,-0.39456573,1.89267257,8.45121334,6.23648086,1.91903136,8.66635381,8.44199768,-0.39456573,1.91903136,112.49748324,-102.60002155,-235.34717580,-121.36236182,149.59997845,-226.39716030,-128.21446549,143.77074548,-226.39716030,521.40010039,1215.03724231,790.38890277,-134253.49329900,18.16164993,5.71963046,0.52099466,14.07783701,0.91742506,52.56458412
95,248.52588674,40.83639792,-11.56414324,-74.71927535,-74.96342812,9.85819269,15.43333484,64.73327231,42.68311707,16.85775000,0.01628899,15.93246000,0.02802951,15.49188000,0.01321886,15.36044000,0.01125232,15.33015000,0.01903724,-235.76870000,1.98851500,4.36128700,0.07219500,5779.81300000,29.62509000,-1.41903900,0.03309884,960.48944474,0.30137366,0.63852034,0.65115718,8.05195268,0.07938341,0.67621335,8.08029742,8.02659540,0.63852034,0.67621335,221.70135793,-329.94190737,-126.84138593,-230.90437645,-77.74190737,-118.23274974,-236.34214838,-59.18635084,-118.23274974,903.28114359,-476.56569605,205.18614157,-146762.78565300,15.73660984,1.45767887,0.83044616,7.06975274,2.33621598,133.85531580
97,214.28516033,44.74296368,-44.69842781,-69.64432823,-26.57300467,78.37191669,15.33850553,84.33013575,65.42637429,16.53622000,0.02756613,15.71655000,0.01812798,15.41993000,0.01498353,15.27249000,0.02056254,15.25513000,0.01980551,-335.76340000,2.56730400,4.00228700,0.13541980,6089.17900000,20.59463000,-2.38259900,0.04448736,1053.81181432,0.04329657,0.43609649,0.95836559,8.29518358,0.05259650,0.98422578,8.35336884,8.28371236,0.43609649,0.98422578,83.12600143,-506.37291327,-142.53752295,-92.28070366,-254.17291327,-133.49628428,-105.51553361,-248.97001883,-133.49628428,321.18360978,-2065.25201125,205.32885746,-135853.53095200,16.64258448,6.95078812,0.41078469,6.28617653,2.71423096,155.51397888
99,111.22893328,37.27304960,7.69224054,-36.37931099,36.98259745,-3.86164715,16.17625844,181.23519465,22.28630205,17.64115000,0.01913358,16.63165000,0.01005446,16.20984000,0.01042372,16.10249000,0.00914388,16.03340000,0.01755621,250.96750000,2.02298100,3.98573800,0.05099071,5909.37800000,9.17256900,-1.25136000,0.02953274,1753.53858197,-1.62217294,-0.03497657,0.66500312,9.95015088,6.27967012,0.69606307,9.97446772,9.95008941,-0.03497657,0.69606307,-237.71015967,-312.61828250,65.47321236,227.90464460,-60.41828250,75.51484230,228.11561767,-59.61678342,75.51484230,1118.44527462,-593.19599004,86.48092979,-141609.39589500,17.63841161,1.42961944,0.85005065,4.99305440,2.55417181,146.34326505
102,47.70682447,-0.34516264,15.36433183,-9.80942486,17.53668762,4.97514783,16.29245853,180.08822081,-47.14916392,17.81955000,0.02169423,16.78078000,0.01713887,16.36902000,0.01419874,16.23543000,0.01605186,16.16637000,0.01756673,203.11120000,2.11011600,4.39932200,0.13566780,6081.73800000,26.95258000,-1.09138200,0.03184891,2061.96205633,-1.40232233,-0.00215922,-1.51167951,9.73703404,6.28296355,-1.48129518,9.84906428,9.73703380,-0.00215922,-1.48129518,-173.52243402,-171.68270503,-115.83308642,164.28313087,80.51729497,-105.99091819,164.26527186,80.55372330,-105.99091819,671.94596835,784.35434578,205.98291387,-149988.55012200,14.32390892,2.33831855,0.71932702,6.30845980,0.64847949,37.15513804
103,131.27616148,30.76225758,7.34178339,-23.60621875,24.63983942,2.00839751,15.71388926,193.35667000,36.66686302,17.08809000,0.01585466,16.17816000,0.01348520,15.79320000,0.01392157,15.61839000,0.01262892,15.56617000,0.01375150,270.58800000,2.96114700,3.80218600,0.13200330,5944.50000000,15.95444000,-2.69327500,0.03870763,1042.25179046,-0.81339879,-0.19312900,0.62239248,9.14349206,6.26206172,0.65092825,9.16663268,9.14145220,-0.19312900,0.65092825,-177.28480169,-167.21765681,169.54415445,167.15475127,84.98234319,179.39667581,165.32246142,88.49402961,179.39667581,480.45931872,809.14445707,752.02997739,-143094.92192400,15.44226201,4.23931971,0.56920945,12.70990508,1.01317595,58.05070587
104,200.34796983,36.05618564,-73.21240726,-1.33702903,57.20562978,45.70951919,15.36747677,89.29093720,79.03625740,16.73769000,0.01999432,15.79305000,0.01759696,15.41450000,0.00990386,15.29249000,0.02851062,15.24068000,0.02616622,11.01177000,2.24103700,4.21682500,0.10838930,5865.39900000,40.45414000,-1.93000300,0.04240136,984.21925056,0.00231646,0.18717213,0.96625502,8.32677157,0.02248025,0.99224308,8.38568250,8.32466764,0.18717213,0.99224308,-269.44678811,-203.95945225,51.37120583,259.68513410,48.24054775,61.51196188,260.70388761,42.39106398,61.51196188,1269.42766359,352.98070629,32.86494925,-144339.98801600,16.87870854,0.97118866,0.89118272,4.82095419,0.55770525,31.95415676
108,46.49132548,5.06639262,17.66229280,-13.43834591,22.06260300,2.40567593,15.48067165,173.30900283,-44.25500711,17.15052000,0.01735554,16.03239000,0.02012733,15.54431000,0.01388221,15.35348000,0.01701606,15.25587000,0.01551950,208.99870000,2.64083800,3.91733100,0.10443590,6364.58200000,43.16410000,-1.76751900,0.03925607,1211.53370801,-0.86183979,0.10110562,-0.84547250,9.19503039,0.01099590,-0.81677838,9.23123561,9.19447451,0.10110562,-0.81677838,-173.01365918,-107.28288220,-135.95452955,163.83716223,144.91711780,-126.11385132,165.42071996,143.10685576,-126.11385132,478.68412309,1315.87188816,256.47702918,-144377.70439600,15.10055372,4.25253329,0.56053179,6.98571638,0.56985625,32.65035828
111,170.41386473,6.51059967,-27.62199380,2.06317111,-21.49777322,-17.46645250,15.38629761,252.88766997,60.33829951,16.75350000,0.05117053,15.85556000,0.02449613,15.44954000,0.01677018,15.25547000,0.01871576,15.25182000,0.01868688,263.18490000,2.17552200,4.15773200,0.07919838,6044.60800000,19.30175000,-1.71263600,0.03517630,978.46562348,-0.14248010,-0.46278443,0.85024995,8.48245924,6.22860039,0.87669052,8.52764335,8.46982558,-0.46278443,0.87669052,-154.33939420,-162.42108332,188.60470037,144.14996313,89.77891668,198.38551092,139.03712672,97.50970795,198.38551092,350.75585219,827.12212350,791.17559480,-146266.05141000,13.96589777,4.71597213,0.49512847,11.65598615,1.02606294,58.78907605
113,136.31496004,21.06705819,-0.95085636,-17.61281082,16.39548116,-6.50410874,15.43402972,206.67655825,38.44436127,16.86182000,0.01147829,15.85623000,0.01542079,15.51210000,0.01432836,15.38407000,0.01683299,15.34386000,0.01280026,286.61330000,2.21111300,3.96162300,0.07913555,6177.31300000,31.43724000,-1.38104800,0.01987089,1370.94956593,-0.95944998,-0.48206133,0.85239388,9.29928786,6.23132354,0.88138440,9.34096318,9.28678478,-0.48206133,0.88138440,-176.23086869,-207.79108319,145.09680755,166.17712928,44.40891681,154.94615843,163.65160825,52.96358468,154.94615843,539.59547663,492.52362019,667.56389511,-148776.31266000,14.28665537,2.76020881,0.67616228,12.12735976,1.09046273,62.47891231
114,117.87663064,18.18672073,8.73575052,-17.00451743,19.06091874,1.46571723,16.51087547,202.70594906,21.18635397,17.81079000,0.02079015,16.93687000,0.01090846,16.59145000,0.00867030,16.45108000,0.01084157,16.39320000,0.01653008,-98.51266000,2.47648200,4.25420000,0.13711170,6172.09800000,25.99637000,-1.85639300,0.03203549,2064.17873313,-1.77549567,-0.74292254,0.74599938,10.13043668,6.20978372,0.77753748,10.16023188,10.10315858,-0.74292254,0.77753748,161.51184989,-134.60256728,-22.22981718,-171.04167871,117.59743272,-13.43382506,-179.20520569,104.73732045,-13.43382506,732.95843141,1061.03479229,10.58288091,-149594.14272400,14.61849196,2.50803590,0.70711683,1.00667015,0.16229981,9.29909391
116,237.56085939,30.42155614,-28.03925008,-35.24659807,-38.25283461,23.77483680,15.36339339,48.69060457,50.93090438,16.58994000,0.01575798,15.73394000,0.01633619,15.43489000,0.01660892,15.35063000,0.01894641,15.27589000,0.01079545,117.14210000,2.48775500,4.22328900,0.12476250,6183.45200000,26.80875000,-2.06279500,0.03303501,1476.98837703,0.61449864,0.69923784,1.14671379,7.74356014,0.09042244,1.17079021,7.83156903,7.71192519,0.69923784,1.17079021,164.60624781,-218.42356509,195.86162513,-174.81677583,33.77643491,204.64689657,-171.05260514,49.42427482,204.64689657,258.90054353,382.71984458,1304.72556811,-147635.85178500,13.16606279,5.08868021,0.44248131,12.84407498,1.33421727,76.44501847
122,120.14126246,23.66672834,16.83573401,-32.07044332,35.90549629,4.76975998,15.37308030,198.00198933,25.16286654,16.72475000,0.01542432,15.73740000,0.01637243,15.45200000,0.01230453,15.31062000,0.01585322,15.26843000,0.01318414,-130.25080000,2.06907400,3.82178700,0.03426921,6296.79400000,38.22511000,-1.13973200,0.03439385,1738.30865621,-1.49632603,-0.48624324,0.73911629,9.83603783,6.23373028,0.76978308,9.86611403,9.82401179,-0.48624324,0.76978308,219.45347063,-239.79240297,-19.80687822,-228.99057977,12.40759703,-11.19174722,-229.32397224,1.07230763,-11.19174722,1444.13813126,10.54725839,11.05183133,-146422.93059000,16.38600979,0.22919410,0.97241152,0.97035071,1.51435957,86.76641185
124,140.44926921,33.63864082,-8.95301294,-16.40776524,15.31074860,-10.72157536,16.59845933,191.31394373,44.79568333,18.08815000,0.01919726,17.05737000,0.01795088,16.65035000,0.01713202,16.50611000,0.01826179,16.47088000,0.01568051,297.40040000,2.17671800,4.23881500,0.09740607,5817.12300000,39.54361000,-1.20634400,0.01985411,1872.18540842,-1.30272963,-0.26064078,1.31910580,9.63213310,6.25612250,1.34916549,9.72616243,9.62860605,-0.26064078,1.34916549,-246.02402388,-187.79916936,142.01876975,235.97955176,64.40083064,152.08597634,234.15048706,70.76273910,152.08597634,1146.91021390,681.59612133,475.81681881,-131606.03322700,21.16924729,2.54971138,0.78500647,15.38230936,0.91548753,52.45357189
129,187.54745847,15.13615089,21.51110484,-46.96958634,37.25188418,-35.79339042,16.33577060,279.46802036,77.02972057,17.88380000,0.01927579,16.94282000,0.02088054,16.42158000,0.01333544,16.24013000,0.02488777,16.13568000,0.02230057,310.74930000,2.53706800,3.77571500,0.17556880,5598.49400000,36.12603000,-2.10080300,0.01403528,1032.58383182,0.03812366,-0.22860178,1.00623913,8.29188761,6.25561248,1.03211523,8.35587590,8.28873582,-0.22860178,1.03211523,219.42013791,-207.21119249,263.49676691,-229.84150398,44.98880751,272.11062196,-230.99445102,38.63513102,272.11062196,1063.45243786,320.35816433,2083.20947249,-116805.66886900,27.46923979,6.22822035,0.63034482,27.20394259,1.43591976,82.27214186
132,117.20959786,22.20610503,-16.04238690,-23.24026196,15.76336333,-23.43041464,15.57478206,198.44602711,22.12041213,17.01500000,0.01931283,16.03023000,0.01094263,15.62351000,0.00993714,15.47763000,0.01348088,15.43436000,0.01236342,338.09360000,2.14465900,4.11719500,0.12380090,5968.70900000,30.44558000,-1.36364100,0.03416835,1256.05885818,-1.10382247,-0.36817798,0.47297439,9.43952375,6.24417154,0.50241738,9.45288484,9.43234083,-0.36817798,0.50241738,-317.25251509,-204.76244423,-1.93248937,307.65700148,47.43755577,8.35773915,305.57264442,59.40127307,8.35773915,1848.08013119,560.71972787,6.23646807,-126763.84739200,24.28076408,1.06177261,0.91620629,0.85702186,0.21909392,12.55315672
140,133.61224028,51.72455343,9.84003320,-12.75822443,11.73984342,11.03515385,15.69294721,166.77671773,39.78162933,17.11594000,0.01999539,16.08803000,0.02113396,15.78917000,0.01542176,15.67077000,0.02198914,15.60102000,0.02591807,-277.53630000,2.19370300,3.68046800,0.07462311,6050.02100000,31.92739000,-1.51928600,0.04218660,1689.20102708,-1.26371331,0.29694309,1.08085780,9.59492953,0.03095286,1.11079688,9.65901353,9.59033354,0.29694309,1.11079688,241.16700562,-153.23707337,-109.67766314,-250.42350131,98.96292663,-101.12986738,-247.24085150,106.66560928,-101.12986738,1187.21129671,1023.44900431,133.25726130,-132267.30519200,21.00015070,2.54493717,0.78382436,6.71369845,0.48377798,27.71843637
157,121.45952711,26.63812821,-2.74453341,-10.81841181,9.40086309,-6.01616744,15.84716070,195.31415403,27.26983653,17.20310000,0.01954095,16.21330000,0.01413159,15.87848000,0.01589283,15.77934000,0.01658756,15.76485000,0.01210493,321.73350000,2.36930900,3.55243500,0.07065744,6195.57900000,19.39138000,-1.35051700,0.03278853,1851.88978115,-1.58761984,-0.43474522,0.84850197,9.92449038,6.23936599,0.87945316,9.96338031,9.91496374,-0.43474522,0.87945316,-277.36406020,-161.51872192,100.46741916,267.44912689,90.68127808,110.63264772,263.22007905,102.30991961,110.63264772,1388.69932136,1015.37381319,197.17204314,-126189.59288200,23.93158554,2.56672677,0.80627243,9.02702697,0.56808617,32.54894006
160,143.96532942,34.85713644,0.99953104,-23.18452632,23.20304506,-0.37419656,16.46803338,189.91599068,47.79540628,17.82334000,0.01789617,16.86670000,0.01189181,16.55082000,0.01217189,16.40287000,0.01450135,16.37945000,0.01534415,-217.36200000,2.46870000,4.04924200,0.09382813,6091.82200000,23.22921000,-1.31188700,0.02349035,2122.49030256,-1.40454621,-0.24553651,1.57223626,9.73272973,6.25795471,1.60261252,9.86379212,9.72963205,-0.24553651,1.60261252,181.29354161,-205.30734123,-163.54032484,-190.38221101,46.89265877,-154.80538766,-191.50462136,42.07478718,-154.80538766,844.28187913,409.50253215,640.36311763,-140970.27949500,17.32636344,2.18784080,0.77576941,14.79137514,1.11854314,64.08780131
161,150.95456011,40.44616340,-5.19698341,-33.42798981,33.82522944,-0.54128825,15.85008847,180.81111562,53.11974549,17.11621000,0.01443218,16.21716000,0.01940204,15.93968000,0.00954422,15.84323000,0.00938378,15.80359000,0.01592617,311.65450000,2.87109100,3.89271100,0.17705880,6237.14500000,23.03343000,-1.73990200,0.03568276,1921.15985078,-1.15285818,-0.01632169,1.53671949,9.47807015,6.28146326,1.56631035,9.60661969,9.47805610,-0.01632169,1.56631035,-186.60093857,-310.72584067,246.33130964,176.23117214,-58.52584067,256.21253481,176.33169511,-58.22227546,256.21253481,906.31964002,-551.83481135,1551.48317019,-123488.14307400,23.77184574,5.51554119,0.62335041,22.89882289,1.83813390,105.31731454
164,144.79274762,33.49145346,-25.57333289,-61.57914742,59.38378380,-30.32413187,15.97262778,192.02622484,48.38446840,17.45702000,0.01941618,16.49899000,0.01952403,16.06272000,0.01309397,15.90390000,0.01529251,15.84917000,0.02192412,284.32680000,2.01191500,4.18569200,0.00564749,5771.01100000,37.07694000,-1.41150700,0.02040000,1219.11820490,-0.79188167,-0.16869851,0.91143482,9.12059331,6.26468781,0.93990203,9.16889514,9.11903301,-0.16869851,0.93990203,-241.32211261,-402.30167134,96.17992029,231.42073715,-150.10167134,106.23267441,234.15749372,-145.79553303,106.23267441,977.57502620,-1329.74176253,136.69007025,-132812.82349700,20.31406351,3.45120108,0.70955921,6.57001660,2.70390155,154.92214692
166,123.54885087,8.26621404,15.44997373,-41.43150532,44.01139142,-4.27419545,16.30084844,214.87879921,22.13098108,17.59032000,0.01738667,16.69808000,0.01030777,16.38300000,0.00798229,16.25441000,0.01312019,16.21683000,0.01550836,-177.89580000,2.82029300,4.18901600,0.14447320,6079.61100000,33.63551000,-1.85216200,0.01801516,1882.07264094,-1.43023084,-0.99695629,0.70902420,9.80880714,6.18137060,0.73948483,9.83664248,9.75801085,-0.99695629,0.73948483,347.94463065,-236.11013866,-102.34229490,-357.22350161,16.08986133,-94.12781275,-357.00892489,-20.30126324,-94.12781275,3036.44192672,-199.13117584,122.23348285,-104597.01393700,38.93071475,0.65042115,0.96713479,12.37870832,2.08726562,119.59151058
170,160.30860323,44.78336654,10.81643518,-41.09643944,33.53214049,26.10571123,16.88440749,170.09238481,58.61305264,18.61569000,0.02537859,17.49366000,0.02559603,16.97039000,0.01524814,16.76100000,0.02038597,16.65258000,0.01883543,-296.35500000,2.13125700,4.33736900,0.10989690,5314.33300000,53.92029000,-1.98446500,0.00882220,1255.05432951,-0.64390308,0.11246727,1.07140156,8.97126085,0.01253672,1.09940611,9.03837458,8.97055585,0.11246727,1.09940611,248.33031874,-245.89595889,-172.09767863,-257.39195210,6.30404111,-163.57193720,-257.29269535,9.53031285,-163.57193720,1291.56333496,85.49892250,809.98591425,-130576.87186900,21.78980751,1.89817598,0.83973511,21.52377447,1.46649735,84.02410892
174,125.33312304,39.62530702,3.51931417,-14.62484639,15.00078003,1.11727465,17.72774592,181.59633306,33.56255735,19.38283000,0.02642492,18.28951000,0.01933271,17.80824000,0.01314006,17.57184000,0.01458718,17.50225000,0.01544474,-205.90780000,2.00376800,4.17184400,0.06936428,5596.35400000,55.43645000,-1.42150800,0.08362250,2243.91150222,-1.86908697,-0.05208861,1.24054001,10.19533891,6.27807622,1.27236782,10.27442725,10.19520585,-0.05208861,1.27236782,182.52581513,-154.54145957,-103.93224532,-191.80052925,97.65854043,-95.20144471,-192.29696946,96.67734520,-95.20144471,823.66941898,985.65829926,150.22636846,-142616.68148100,16.69467473,2.67859785,0.72347492,5.99809718,0.52661948,30.17307344
177,127.98285979,20.10854946,-7.21947728,-17.07732710,13.50905289,-12.69887567,15.96986294,204.62197314,30.77013664,17.32446000,0.01621609,16.36901000,0.01612856,16.04869000,0.01610891,15.92401000,0.01785095,15.88865000,0.01577069,282.54210000,2.62627000,3.88978500,0.06957380,6212.13300000,20.66689000,-1.36927700,0.03592737,1907.00332757,-1.48956541,-0.68266741,0.97561355,9.84022169,6.21375433,1.00625807,9.89153771,9.81651304,-0.68266741,1.00625807,-223.20492758,-236.63228997,45.90878578,213.46054830,15.56771003,55.90523681,211.86623145,30.33907131,55.90523681,1157.98460861,298.54318773,38.70307790,-148005.96317400,15.67785289,0.92249642,0.88885819,4.74992661,0.62438076,35.77438220
182,193.42326582,3.02036789,-21.53941225,-28.27344869,-22.14050164,-27.80525792,16.01576160,304.31006966,65.88608203,17.29244000,0.02214719,16.36908000,0.01911463,16.07970000,0.01596843,15.98773000,0.01652797,15.97564000,0.01781638,388.77770000,2.89434000,3.76029100,0.12589090,6427.68100000,32.02781000,-1.59540900,0.06094334,2200.92239296,0.50684847,-0.74273163,2.00885881,7.85209042,6.18845338,2.03326704,8.11107261,7.81688389,-0.74273163,2.03326704,47.97792630,-480.12134340,236.32855403,-58.31532915,-227.92134340,245.47765256,-36.49471035,-232.41547390,245.47765256,508.50535874,-1824.94731600,883.31023589,-123783.42700800,21.94753330,8.08297945,0.46168222,15.90230554,2.31420745,132.59431974
185,148.23718385,54.10617957,9.23629951,-30.65731054,25.15076834,19.81461002,16.98567045,160.74312426,47.79771217,18.77685000,0.02076913,17.59998000,0.01372881,17.08092000,0.01087432,16.87902000,0.01429565,16.78975000,0.01301290,-254.10010000,1.82795800,4.43814600,0.07430512,5350.99500000,39.20072000,-1.59211400,0.04788683,1449.20525073,-0.91903579,0.32106541,1.07353904,9.25125353,0.03471204,1.10240234,9.31670450,9.24568055,0.32106541,1.10240234,199.35294795,-252.66791193,-96.78993824,-208.64987291,-0.46791193,-88.11169383,-208.54042064,6.77357859,-88.11169383,1021.94776410,62.66409284,113.61119172,-149869.72939000,15.19751568,0.38936627,0.95003924,5.98217657,1.31821910,75.52839080
186,160.04952327,24.60343941,2.71823774,-16.26596287,16.47470797,-0.74455481,16.90669020,210.36508431,60.45185423,18.08884000,0.02337926,17.36603000,0.01729623,16.98787000,0.01932938,16.85047000,0.01623911,16.84658000,0.03252669,-155.50470000,3.24778800,3.80213000,0.11550930,6346.74800000,24.98914000,-2.11465400,0.05886986,1963.25526604,-0.83537436,-0.48942717,1.70791744,9.17310538,6.22980538,1.73651651,9.33602441,9.16003948,-0.48942717,1.73651651,138.47429687,-96.57399897,-138.69726849,-147.64071582,155.62600104,-129.82880347,-155.73378048,147.52702391,-129.82880347,497.33303209,1353.28093619,248.79313566,-143428.51771400,15.35822168,4.38913469,0.55547116,7.14080695,0.56961220,32.63637522
191,162.20152445,44.38104452,9.61441583,-31.84968055,24.88406120,22.08217926,16.91881109,169.73934713,60.00840340,18.47051000,0.02351552,17.43501000,0.01485103,17.01545000,0.01948130,16.79376000,0.02335654,16.75842000,0.01748829,-224.33030000,2.36251500,4.40250500,0.08997994,5623.48500000,31.46306000,-1.71980600,0.03273707,1595.20042279,-0.78464528,0.14203764,1.38160106,9.11143633,0.01558957,1.41004339,9.21989666,9.11032916,0.14203764,1.41004339,219.13763137,-230.90013265,-110.82068142,-228.39066674,21.29986735,-102.20412127,-228.03087149,24.85764772,-102.20412127,1138.14925946,226.48887464,141.96239924,-144256.53956300,16.79860085,0.84969810,0.90370765,7.01897867,1.06879319,61.23733892
192,184.51633930,5.27541200,-1.65108449,-16.72845065,3.91148192,-16.34831643,16.01775130,281.46478587,66.74604156,17.30389000,0.01662547,16.38247000,0.01253658,16.08011000,0.01741577,15.99492000,0.01228914,15.98426000,0.01552028,-157.99090000,2.56493700,3.88775500,0.06234802,6245.93100000,13.11228000,-1.49085600,0.03135861,2112.30266481,0.16576111,-0.81731277,1.94070751,8.19902058,6.18333528,1.96618068,8.43147703,8.15818229,-0.81731277,1.96618068,55.88198958,-78.48493721,-209.78658502,-64.82692450,173.71506279,-200.65998386,-81.82067599,166.38759017,-200.65998386,251.20701539,1364.21527642,617.32046120,-142430.15503800,14.29999107,6.29971310,0.38836859,9.99844740,0.80605595,46.18360426
