index,ra,dec,pmra,pmdec,pml,pmb,phot_g_mean_mag,l,b,psfmag_u,psfmagerr_u,psfmag_g,psfmagerr_g,psfmag_r,psfmagerr_r,psfmag_i,psfmagerr_i,psfmag_z,psfmagerr_z,hrv,hrv_e,logg,logg_e,teff,teff_e,feh,feh_e,helio_dist,X,Y,Z,GalR,Galphi,Galz,Galdist,GalRecX,GalRecY,GalRecZ,U,V,W,GalU,GalV,GalW,GalRVel,GalphiVel,GalzVel,JR,Jphi,Jz,E,apocentre,pericentre,eccent,zmax,orb_incl,orb_incl_deg
5026,133.28302202,5.40614214,5.04459743,-16.16612118,16.63109953,-3.19342539,16.58184914,222.58564000,29.44811662,17.92964000,0.01634074,16.95853000,0.02128442,16.63637000,0.01407526,16.48591000,0.01464896,16.46491000,0.01822684,-57.30808000,3.09224200,3.86280300,0.05343485,6214.94000000,33.69403000,-1.28298700,0.00507114,2530.58788451,-1.62246610,-1.49118375,1.24412613,10.05971039,6.13440374,1.27518417,10.14021044,9.94857498,-1.49118375,1.27518417,157.88220736,-125.86750627,-61.53410219,-167.28937602,126.33249373,-52.72658965,-184.16791248,100.13897501,-52.72658965,783.08580866,1007.36908765,40.41469340,-147626.14930700,15.22227662,2.43962514,0.72374151,2.66383792,0.28370750,16.25524230
5028,131.63829788,6.18937172,6.16118479,-19.23219407,19.90043359,-3.43660149,17.61307709,220.92073957,28.36787832,19.26769000,0.02664918,18.16671000,0.01727489,17.70060000,0.01746750,17.50024000,0.01274729,17.41811000,0.02207252,-92.18284000,2.77300200,4.23906700,0.06143884,5664.56200000,16.49226000,-1.15962300,0.05756341,2606.96046899,-1.73331141,-1.50253998,1.23864768,10.17103221,6.13491526,1.27005171,10.25002086,10.05943686,-1.50253998,1.27005171,207.13306445,-145.91895805,-81.16915414,-216.47870762,106.28104195,-72.51526938,-229.80414926,73.13510592,-72.51526938,1183.52253845,743.85951808,65.78704406,-138726.67784600,18.64540196,1.74020569,0.82927115,4.44347626,0.46280621,26.51684244
5031,158.51171751,52.70437436,15.64005737,-25.39322263,13.45858841,26.61378493,17.31611634,158.39808860,53.89897344,18.88124000,0.02273440,17.89788000,0.01120456,17.38229000,0.01870408,17.19595000,0.01665984,17.10847000,0.01517800,-286.58050000,3.45881200,4.31875300,0.14780080,5579.71400000,80.86441000,-2.09782900,0.08092709,1580.03689970,-0.86558710,0.34274358,1.27663715,9.19798623,0.03727152,1.30533263,9.29014768,9.19159820,0.34274358,1.30533263,269.63465786,-215.18779608,-114.09760992,-278.87721920,37.01220392,-105.63864682,-277.30435639,47.37827092,-105.63864682,1572.50942303,435.78468343,130.47288532,-130338.51709900,22.38055745,1.14826558,0.90239498,7.53435629,0.73637821,42.19136341
5036,133.30000151,6.26203347,-3.78587242,-13.45816730,10.14382630,-9.62070085,16.73122684,221.72502805,29.86467368,18.03758000,0.02046423,17.13248000,0.03256737,16.80895000,0.01452447,16.67199000,0.01162623,16.60925000,0.01728340,355.12890000,3.21687600,3.99038500,0.08901709,6041.58500000,43.26242000,-1.78440700,0.02759478,2400.05766296,-1.55340254,-1.38524887,1.19511627,9.97630642,6.14388132,1.22595899,10.05135141,9.87966474,-1.38524887,1.22595899,-193.71976276,-327.38343832,81.91464812,183.86314441,-75.18343832,91.81889368,192.52155223,-48.92501607,91.81889368,928.21596244,-488.09095170,149.67327424,-147534.81018700,15.54031302,1.38954287,0.83584705,6.31033992,2.38588217,136.70097867
5044,143.25722867,29.68576507,-17.23217979,-18.87251173,15.85422361,-20.04403435,18.06427664,197.38802864,46.62827874,20.38630000,0.05547919,18.83792000,0.02258438,18.13840000,0.01690586,17.84301000,0.02035630,17.70284000,0.02010888,-189.17220000,2.51081300,4.43362900,0.07130559,4866.86600000,82.34439000,-1.94408200,0.02404893,1548.34650894,-1.01470459,-0.31775633,1.12551429,9.34658961,6.24918172,1.15467594,9.41764375,9.34118666,-0.31775633,1.15467594,56.69190875,-104.18744600,-238.54410201,-65.54708081,148.01255400,-229.41988872,-70.54117812,145.69858659,-229.41988872,213.88208228,1361.78489518,1017.20321723,-135495.03347700,15.93567606,7.95518581,0.33403945,12.88653444,0.95753888,54.86293627
5065,128.00555052,-2.95784764,-8.61629506,-1.85828871,-2.77450152,-8.36635636,16.34539047,227.76589588,20.74118590,17.81988000,0.01726275,16.83489000,0.01462754,16.41932000,0.00877561,16.25542000,0.01169827,16.21637000,0.01500219,432.65260000,2.92778300,4.27819500,0.08882768,5815.20000000,22.08183000,-1.49688200,0.03197388,1514.92388008,-0.95227878,-1.04896176,0.53650602,9.33969215,6.17063560,0.56547569,9.35679497,9.28059958,-1.04896176,0.56547569,-301.01957302,-301.93839576,97.03408705,291.11524071,-49.73839576,107.27316671,294.85957498,-16.72789388,107.27316671,1696.63448326,-156.23337908,232.28432584,-126381.76583400,24.21154838,1.05289394,0.91665013,19.14537571,1.86438502,106.82139323
5067,108.67856279,39.33348581,3.16832208,-12.35082463,12.71859996,-0.90462643,17.61684700,178.45753544,21.02717489,19.12816000,0.02558047,18.10240000,0.01272153,17.71171000,0.01167018,17.52619000,0.01334543,17.49412000,0.02187877,-254.88550000,3.09436200,4.19932700,0.09801994,6075.46000000,39.91695000,-1.15421400,0.03447981,3279.90959849,-3.06039223,0.08240899,1.17686665,11.38700225,0.00723717,1.21241312,11.45136524,11.38670405,0.08240899,1.21241312,227.45848723,-203.94936461,-104.58444814,-236.73094681,48.25063539,-95.99388971,-236.37555208,49.96261973,-95.99388971,1406.32878449,568.92446352,203.23458137,-130942.32786900,21.94825767,1.55795108,0.86744344,9.07396788,0.75318258,43.15418313
5113,181.84117386,11.00037168,-10.68071845,-15.92509641,-0.88776479,-19.15458995,16.69126230,268.09151899,70.82846755,17.93688000,0.02992191,17.07754000,0.01780509,16.75640000,0.01318102,16.66377000,0.01468233,16.63925000,0.01763840,342.43960000,3.37670300,3.67968400,0.03799254,6166.14500000,31.29514000,-1.56170200,0.05360131,2634.99354799,-0.02881802,-0.86484501,2.48885589,8.39571236,6.17999194,2.51493371,8.76429561,8.35104958,-0.86484501,2.51493371,-22.35441373,-337.89172139,244.87474798,11.98999363,-85.69172139,254.24332853,20.75334185,-84.00077300,254.24332853,162.49688918,-705.24632789,1429.83080680,-141241.29293900,13.82074169,7.41455167,0.30167655,13.05598446,1.90958544,109.41118648
5117,263.51185084,8.88758772,-13.79388740,-10.61738654,-15.55514093,7.81267030,17.31307953,32.20956860,21.20830420,19.11432000,0.03127865,17.94100000,0.00737069,17.42984000,0.00893695,17.17435000,0.01173202,17.01761000,0.01806225,-447.43740000,5.88494500,3.91177100,0.08094618,6119.35000000,51.39360000,-1.93680600,0.05397857,2110.54005387,1.66479124,1.04876332,0.76350832,6.74486905,0.15612401,0.78430840,6.79031650,6.66283378,1.04876332,0.78430840,-293.91070526,-369.08932018,-88.99346077,284.58704295,-116.88932018,-78.77566340,262.95053611,-159.71823235,-78.77566340,793.53080132,-1077.27856232,158.55210791,-141945.42976300,16.85435270,2.87465382,0.70858605,5.60883354,2.65501095,152.12092226
5128,225.30770795,32.31442263,-65.28647268,23.90165423,26.09014771,64.44312828,16.25835633,51.29965084,61.45925131,18.19831000,0.01961551,16.95260000,0.01614760,16.33230000,0.02772358,16.09885000,0.01763806,15.98437000,0.01877554,-256.38790000,2.44841100,4.45291700,0.14646700,5135.96500000,30.11318000,-2.07888900,0.11280540,774.01502266,0.23122382,0.28861091,0.67995481,8.10179724,0.03563061,0.70522979,8.13243307,8.09665500,0.28861091,0.70522979,-281.17795610,-197.85594251,-112.25696177,271.92696663,54.34405749,-102.07879296,273.69027602,44.62269124,-102.07879296,1035.15927691,361.52399675,432.97404613,-139399.05624900,18.24964395,1.51104959,0.84706513,13.07840276,1.02603224,58.78731671
5141,55.72918831,-5.47025489,8.17039698,-42.43600142,40.06771641,-16.19097603,16.62907965,192.83227121,-43.84998383,18.24479000,0.02595292,17.19072000,0.01435376,16.69846000,0.01545438,16.50340000,0.01692258,16.40063000,0.02614966,-199.21150000,2.62731900,4.21728900,0.07184601,5610.25300000,13.86086000,-1.56847700,0.03145155,1389.68665062,-0.97715100,-0.22258211,-0.96273678,9.31281148,6.25928240,-0.93368217,9.35949892,9.31015117,-0.22258211,-0.93368217,270.74600466,-209.04578989,61.08802236,-280.53535581,43.15421012,69.54266336,-281.48663085,36.43690934,69.54266336,1628.47237083,339.33006748,46.22424032,-132725.93591500,21.45412072,0.91848410,0.91789207,4.93995672,0.41280051,23.65172694
5147,222.58468736,-0.89953184,-40.50745959,-5.74707945,-33.41596617,23.60627904,17.13628850,353.34831205,49.96252207,18.74830000,0.02640285,17.70830000,0.01920757,17.18804000,0.01329310,16.98676000,0.01031862,16.91563000,0.01573065,-200.56150000,3.24906200,4.26374300,0.31266880,5490.50500000,46.27616000,-2.25448300,0.06806517,1422.17674071,0.90871173,-0.10597237,1.08885239,7.41865106,6.26890023,1.11201079,7.50152995,7.41789414,-0.10597237,1.11201079,-275.27341939,-194.70812788,-51.17626359,265.83181158,57.49187213,-41.01682174,264.98344112,61.28330390,-41.01682174,937.88466840,454.63944748,135.96272813,-148888.01244400,15.18496169,1.24592999,0.84834299,5.51377557,0.74451530,42.65758433
5148,5.12156505,-9.26454619,20.76203752,10.83047313,23.27599203,2.56701101,16.74687921,99.22731899,-70.69821855,18.98190000,0.02369893,17.48609000,0.01583708,16.81313000,0.01837578,16.53927000,0.02336891,16.41788000,0.02466566,22.21103000,2.02213900,4.48704900,0.04474876,5071.58300000,48.57686000,-1.74683700,0.07338494,937.95117687,-0.04971451,0.30602202,-0.88522957,8.38806144,0.03649114,-0.85907009,8.43193786,8.38247727,0.30602202,-0.85907009,-105.05812638,1.28428742,-17.18981063,95.51126804,253.48428742,-7.56181597,104.69556224,249.83099395,-7.56181597,175.71786492,2095.59772623,18.88259942,-144258.94033200,13.39626089,6.78552177,0.32755972,1.36861545,0.13790865,7.90158378
5157,123.12555518,34.35814630,-4.41469339,-25.27828233,23.52602832,-10.24729558,16.74769790,187.28078134,30.78575736,18.16576000,0.01846264,17.17494000,0.02146202,16.79197000,0.01892750,16.66665000,0.02193961,16.62329000,0.01611785,255.66610000,2.91896300,3.83914100,0.11396410,6106.67600000,22.41013000,-1.19798300,0.02445230,2487.14482674,-2.11944619,-0.27078476,1.27299367,10.44897183,6.25726744,1.30560275,10.53022368,10.44546255,-0.27078476,1.30560275,-244.05555574,-310.81311874,27.06419274,234.36989327,-58.61311874,37.12581524,235.81013737,-52.51974555,37.12581524,1360.71899908,-548.77734169,23.48723344,-139146.28837600,18.74281348,1.14753218,0.88461415,2.20380938,2.72767039,156.28400143
5161,205.10635923,27.87748259,-23.29921878,-11.51561626,-11.06857679,23.51488085,17.87758004,39.69878007,79.11591713,19.38738000,0.02923810,18.39192000,0.02684827,17.92373000,0.01934751,17.76327000,0.02154398,17.64616000,0.01953742,318.85280000,2.93227100,4.16584600,0.16512480,5538.26500000,37.23726000,-1.49250800,0.01722811,2603.00134460,0.37817087,0.31394990,2.55617649,7.95005396,0.03950056,2.58098368,8.35851869,7.94385255,0.31394990,2.58098368,-85.67285607,-248.63599744,367.90593107,74.92411851,3.56400256,377.47154395,75.00641776,0.60244764,377.47154395,1561.24946452,4.78949128,2748.91850655,-105473.79155200,35.71919619,6.83472035,0.67877362,35.59714491,1.56904497,89.89965477
5166,155.98814454,35.75900503,-2.42966911,-17.34080073,17.48541150,-0.93115338,16.62993598,188.21981689,57.58880388,17.90005000,0.01845569,16.98713000,0.01195285,16.69722000,0.01855873,16.57172000,0.02682012,16.55984000,0.03220585,-210.65480000,3.36385200,3.87038000,0.06130050,6203.28600000,20.95859000,-1.29948400,0.03637422,2628.36755365,-1.39431073,-0.20141553,2.21892888,9.71946533,6.26246092,2.24927004,9.97633309,9.71737815,-0.20141553,2.24927004,133.20348106,-200.88236578,-184.05818748,-142.22834367,51.31763422,-175.17305006,-143.26125156,48.35923001,-175.17305006,591.79665547,470.02585930,837.74232736,-144363.75790900,15.51463702,3.26141926,0.65259805,14.08883804,1.18450523,67.86715028
5170,252.21427374,12.50846029,-31.35965405,-73.26218254,-79.67426193,-1.66951472,17.45135680,30.60359947,32.79508251,20.25605000,0.05400539,18.38267000,0.01429203,17.55222000,0.01016274,17.20981000,0.00988367,16.99240000,0.01707256,184.48450000,1.89375900,4.47235800,0.08253424,4698.21100000,42.46112000,-1.76074300,0.07143647,1050.11930433,0.75978666,0.44940101,0.56878249,7.58177233,0.05930864,0.59240825,7.60488127,7.56844174,0.44940101,0.59240825,339.27255226,-260.13528777,92.93717132,-349.16097823,-7.93528777,101.17776984,-349.01742408,12.77478772,101.17776984,1886.50751672,96.85553203,487.12122098,-120642.99230900,27.42204858,0.88899979,0.93719768,21.06362690,1.37278811,78.65496459
5175,170.30851599,37.58174359,-9.71132399,-15.50460149,18.02964811,-3.10391202,17.49068867,178.40787849,68.35301515,18.87142000,0.03080167,17.97525000,0.03649889,17.59006000,0.01567901,17.42056000,0.01637563,17.36533000,0.01792568,374.63970000,3.51027800,4.32599000,0.19659430,5791.86300000,41.46424000,-2.47194800,0.05626401,2240.18440001,-0.82605561,0.02296015,2.08219382,9.14958139,0.00250942,2.11076199,9.38989647,9.14955258,0.02296015,2.11076199,-174.09163073,-186.70141657,336.05869358,163.44186514,65.49858343,345.90043721,163.60571401,65.08823283,345.90043721,2033.47923545,595.53008361,2213.51765396,-98938.39038600,41.91101107,6.67813543,0.72511822,40.94002732,1.35747995,77.77787185
5209,132.27324596,10.36506971,2.86111298,-27.45968312,26.01527898,-9.24258754,15.90467272,216.94789220,30.79663923,17.27787000,0.01942889,16.32000000,0.02141508,15.99119000,0.01530721,15.86078000,0.02619394,15.84875000,0.01762296,-115.46680000,3.22110100,3.90407000,0.07690155,6297.27400000,35.63356000,-1.36366600,0.03069973,1829.41054413,-1.25587153,-0.94457759,0.93664444,9.62938227,6.18493404,0.96655975,9.67777044,9.58294193,-0.94457759,0.96655975,182.08206786,-145.35351487,-127.96976325,-191.28175744,106.84648513,-119.23746052,-200.84016971,87.56773575,-119.23746052,801.41228090,843.22320198,271.79447365,-142534.60392400,16.73612490,2.53823855,0.73662025,7.82397528,0.68000109,38.96119261
5212,182.67813284,20.88101534,-1.20184917,-40.72498822,32.29097380,-24.84476037,17.75681694,244.65914671,78.80365985,20.40326000,0.05819445,18.63493000,0.02297613,17.85406000,0.01812910,17.50322000,0.01301154,17.34187000,0.02030741,-267.56110000,1.69478300,4.64164900,0.10690280,4763.18200000,51.03443000,-1.88626200,0.07369244,1205.17571730,-0.10015727,-0.21149391,1.18223828,8.42912044,6.25809181,1.20854514,8.51531871,8.42646674,-0.21149391,1.20854514,129.37153274,-157.84595842,-290.02960270,-138.06565251,94.35404158,-281.13198868,-140.38961030,90.86015016,-281.13198868,688.35052623,765.87114895,1456.39560975,-126576.59138400,21.65005939,6.17455343,0.55618046,20.24637252,1.21750099,69.75766823
5230,222.97418524,41.05024866,-7.63185470,-23.22837292,-19.24165863,15.08512804,17.46524001,70.11409112,61.64615499,19.01418000,0.03062225,18.02321000,0.01263255,17.56645000,0.01110533,17.36115000,0.02133004,17.25647000,0.02485666,131.40840000,3.53548000,4.49605300,0.11842100,5558.54600000,31.62043000,-2.24985500,0.05966617,1783.27769024,0.28807367,0.79640664,1.56934042,8.07639189,0.09876972,1.59443363,8.23227336,8.03702946,0.79640664,1.59443363,136.01659601,-102.17490785,176.20628453,-146.16591439,150.02509215,185.08088669,-130.65967986,163.70721079,185.08088669,172.92844015,1322.16359033,773.30465622,-142298.21922000,13.77610182,7.00901219,0.32557385,10.39336530,0.87880707,50.35193623
5234,281.88650552,64.49293907,-1.54758890,18.52635804,17.83646431,5.24228142,17.45137213,94.64003639,24.71140717,18.84884000,0.02397604,17.97452000,0.01388428,17.52674000,0.01301754,17.31794000,0.02479932,17.27078000,0.01851691,137.53150000,3.75449800,4.08623600,0.21524910,5827.25600000,43.68170000,-2.14783000,0.04387810,1983.15050470,-0.14573661,1.79563904,0.82905199,8.66132557,0.20883146,0.85550283,8.70347320,8.47314824,1.79563904,0.85550283,-175.57238112,90.42774521,102.26469620,165.65233392,342.62774520,112.11220043,233.08586204,300.84123460,112.11220043,2019.65814264,2605.68387793,106.19504424,-100612.82028900,40.50129288,6.22335192,0.73361587,9.92654366,0.29057606,16.64878166
5241,147.81309127,54.73084570,-16.24535353,-16.14475186,21.00048241,-9.14025504,17.50356980,160.01649675,47.33864408,19.01575000,0.02118693,18.05970000,0.02298481,17.58691000,0.01233225,17.40462000,0.01482074,17.30870000,0.01906359,208.48970000,3.44103400,4.13552500,0.16955380,5512.91400000,30.40983000,-1.91383200,0.03764947,1901.72592375,-1.21113777,0.44042323,1.39847566,9.54693121,0.04614882,1.42824909,9.65317518,9.53676690,0.44042323,1.42824909,-254.42595224,-108.92948683,97.47789501,244.52046166,143.27051317,107.57154294,250.86954693,131.83765221,107.57154294,1254.56682664,1258.64499647,131.20181604,-127469.62188000,23.03244091,3.14526762,0.75969878,7.52157154,0.46663220,26.73605583
5247,162.45901498,9.33056282,-0.62693799,-15.24136280,11.98564502,-9.43591567,16.85739884,238.95470260,56.24239153,18.12558000,0.01677503,17.22589000,0.01894625,16.92024000,0.02594749,16.80597000,0.01822359,16.81385000,0.01932078,-153.44310000,3.71699700,4.06676100,0.11266990,6348.72500000,38.60055000,-1.67503800,0.02972208,2760.98469247,-0.79122412,-1.31446302,2.29547116,9.20835609,6.13994926,2.32392957,9.49707695,9.11405557,-1.31446302,2.32392957,125.42210121,-95.82002044,-196.19890680,-134.40910772,156.37997956,-187.28942274,-155.35539266,135.59206545,-187.28942274,640.61458523,1248.58002166,560.78236401,-134730.22367800,18.50798146,4.89772545,0.58149305,12.79739825,0.80959291,46.38625712
5249,33.14348152,21.62931057,0.87881947,-30.83289710,12.79118293,-28.06822948,16.50394217,146.87837744,-37.44076052,18.46311000,0.02268447,17.23611000,0.01720366,16.61493000,0.01212284,16.32466000,0.01454507,16.13271000,0.01753532,-303.20340000,2.87689700,4.18957500,0.06046862,5608.33500000,48.53836000,-1.04679800,0.02524683,1266.68545659,-0.84230805,0.54954678,-0.77006982,9.19115116,0.05982654,-0.74143703,9.22100800,9.17470752,0.54954678,-0.74143703,245.46641988,-251.85807499,50.51126419,-255.22288164,0.34192501,59.04486019,-254.74582514,15.60130749,59.04486019,1384.67723206,143.39397547,34.83202427,-142063.48776600,17.73968873,0.70434156,0.92362390,5.38524021,0.92209096,52.83192037
5256,359.80431513,-0.40741573,58.71973249,-9.43649268,49.75843269,-32.57533967,16.75525478,95.64350782,-60.48247247,18.77975000,0.02013889,17.43451000,0.01513060,16.83010000,0.02335224,16.57751000,0.02322047,16.43018000,0.02453252,12.54394000,2.01218500,4.56533700,0.08335879,5257.13000000,7.06653300,-1.44316000,0.03939077,1136.73666020,-0.05507537,0.55734395,-0.98919394,8.40665833,0.06634658,-0.96301722,8.46163734,8.38816261,0.55734395,-0.96301722,-252.41811755,-172.23069675,-97.40139587,243.12090049,79.96930325,-87.31306559,247.88780192,63.67495091,-87.31306559,1098.32831335,535.29355650,77.43845553,-144112.94641800,16.80815020,1.26966880,0.85953297,4.63524433,0.61330815,35.13996873
5263,171.10842430,2.03487730,-15.00708469,-14.76657060,-2.83490957,-20.86210646,16.71725985,259.53380668,57.38306083,17.94724000,0.02002650,17.05879000,0.01941752,16.79954000,0.01563334,16.66601000,0.01860348,16.64400000,0.01912273,-164.74330000,4.02344500,3.92766400,0.11254990,6346.20900000,42.75724000,-2.10252100,0.03872295,2653.70938094,-0.25984015,-1.40660332,2.23520104,8.69735927,6.12074423,2.26200117,8.98669614,8.58286230,-1.40660332,2.26200117,-59.09378931,-123.57425466,-280.22344590,50.36814421,128.62574534,-270.73763541,28.90273220,135.07836387,-270.73763541,244.74145017,1174.82505955,1469.28372923,-130119.91126800,17.84651531,8.85887592,0.33654775,15.91220711,1.10791064,63.47860380
5278,241.14691935,6.72657883,-9.60253566,-31.25408029,-31.86886440,-7.30764716,17.21122220,18.04521547,39.90573324,19.01480000,0.02725823,17.80511000,0.01788063,17.28087000,0.01499450,17.08278000,0.01792477,16.96691000,0.02044412,233.35910000,2.17312400,4.45728200,0.07082246,5565.04000000,22.08255000,-1.16159300,0.04692272,1942.67122501,1.41692431,0.46162316,1.24627487,6.92459669,0.06671374,1.26784624,7.03970692,6.90919268,0.46162316,1.26784624,302.16677309,-210.22498458,98.08212231,-312.07143841,41.97501542,106.43851156,-308.57899047,62.68565411,106.43851156,1111.35266850,434.07287319,605.14875525,-134448.44730100,20.11624858,1.93677695,0.82435272,15.90905470,1.04967519,60.14195852
5289,22.66291053,39.48179555,33.82272129,-5.74747339,34.30739892,-0.11092783,16.50198616,131.12563403,-22.76524997,17.94739000,0.01694889,16.94951000,0.01724721,16.55216000,0.01212117,16.40794000,0.01124919,16.33459000,0.01533736,109.35590000,3.14256700,4.21794300,0.17702300,6148.97200000,32.83799000,-1.61167000,0.04699479,1896.39151487,-1.15011447,1.31721086,-0.73382084,9.57344979,0.13802785,-0.70422749,9.59931650,9.48239929,1.31721086,-0.70422749,-298.38828184,-127.18251423,-43.23549802,288.92177644,125.01748577,-33.00394798,303.37507418,84.07573384,-33.00394798,1813.57499789,804.89481623,11.14396294,-124181.56021700,25.46553729,1.58405632,0.88287763,2.01696328,0.21840792,12.51385209
5365,17.54016882,15.90880642,-9.26851449,-12.77406540,-7.86303514,-13.68410706,16.85060443,129.50549339,-46.72383334,19.57998000,0.03337867,17.80614000,0.01259110,16.97652000,0.01096822,16.59008000,0.01213680,16.35459000,0.01731500,-251.60450000,2.59968200,4.56955300,0.09517378,4883.43900000,39.83555000,-1.71650000,0.02138412,808.02054696,-0.35237148,0.42737730,-0.58828580,8.69471588,0.04917350,-0.56118310,8.71280728,8.68420594,0.42737730,-0.56118310,157.23770942,-143.36246084,147.25097731,-167.29654815,108.83753916,156.05948447,-161.74455886,116.92922062,156.05948447,422.49494972,1016.66635144,455.37611901,-147457.61384000,14.01620868,4.12150696,0.54553186,9.53619976,0.80766966,46.27606258
5366,202.05942131,66.41818298,12.46639574,-84.46949497,-30.96855809,79.57044058,15.21558160,117.18542811,50.29748023,16.59626000,0.01453195,15.67182000,0.01787844,15.24918000,0.02743440,15.13169000,0.01622281,15.09965000,0.02047650,-120.68960000,3.52423200,4.13572400,0.12565990,5844.25400000,34.00418000,-1.77630800,0.00340456,877.90458771,-0.25621681,0.49885602,0.67543474,8.59859039,0.05804862,0.70223116,8.62721770,8.58410737,0.49885602,0.70223116,266.26679449,-236.32838499,118.68195103,-276.23593155,15.87161501,127.15029214,-274.84984612,31.87099193,127.15029214,1096.61291024,274.04560492,779.46195753,-133573.68304900,20.41335325,2.00089878,0.82146192,18.39732566,1.24372951,71.26045175
5369,120.25621722,6.97038012,5.89189739,-15.91945457,16.88112667,-1.78074445,17.05201345,214.58401426,18.63052081,18.29064000,0.01973851,17.37557000,0.01308115,17.11812000,0.01214519,17.01936000,0.00902130,17.00031000,0.01470172,-105.03290000,3.90842200,3.79935800,0.16556790,6364.94100000,52.64574000,-2.54988300,0.03070625,3216.89599731,-2.50967035,-1.73027237,1.02768288,10.97371868,6.12485036,1.06151114,11.02494025,10.83645049,-1.73027237,1.06151114,220.92054130,-160.37124335,-59.28688301,-230.33441699,91.82875664,-50.67613876,-241.93223313,54.36229178,-50.67613876,1456.03847510,596.55649681,31.52849472,-134752.32828500,20.46740142,1.26685565,0.88342315,3.14672801,0.43438389,24.88836331
5373,316.04901913,0.73082380,-0.54635051,-16.46651025,-14.27975665,-8.21784696,16.76126496,50.25118561,-28.77250348,18.08001000,0.01865805,17.09573000,0.01444827,16.80168000,0.01201126,16.68287000,0.01240097,16.63906000,0.01766741,102.92910000,3.82645300,4.20765100,0.12953000,6447.64400000,26.34986000,-1.85394400,0.06282964,3397.68917091,1.90433171,2.28980639,-1.63542018,6.82628534,0.34207182,-1.61535607,7.01480911,6.43078209,2.28980639,-1.61535607,193.78764745,-126.68347111,-165.56341363,-202.86994146,125.51652889,-156.86746362,-149.01279189,186.29492754,-156.86746362,196.31209362,1271.70233357,522.72475913,-148525.21032500,12.41974178,5.83300215,0.36086298,8.36464105,0.77632400,44.48008876
5378,260.38003897,30.61714935,-29.66165368,-107.87486001,-111.87496918,0.88904002,16.70751458,53.80502469,31.67369516,19.27924000,0.02706058,17.60858000,0.01447171,16.83283000,0.01885347,16.49804000,0.01279240,16.29762000,0.01480269,-41.65104000,2.86163500,4.47790700,0.16322100,4773.88100000,145.04580000,-2.76830600,0.04480240,693.25228193,0.34841200,0.47613224,0.36401359,7.99464448,0.05959166,0.38892434,8.00409911,7.98045352,0.47613224,0.38892434,274.86679265,-246.96007371,-19.38365877,-284.40495284,5.23992629,-10.94148774,-283.58804648,22.16876008,-10.94148774,1443.46775967,177.23135537,4.40370935,-143751.04722300,17.27123664,0.39774689,0.95497795,0.91310733,0.75413649,43.20883803
5388,154.20953004,42.07829076,-12.15743059,-25.61465133,27.68272733,-6.13026009,17.32617605,177.31375457,55.23215720,18.81299000,0.02293149,17.82557000,0.01338516,17.39272000,0.01431294,17.20584000,0.01335324,17.09942000,0.01738393,355.30860000,3.84005600,4.28610700,0.06872944,5694.45200000,65.89162000,-1.77444700,0.03512800,1938.81214223,-1.10439778,0.05181637,1.59267483,9.42956366,0.00549512,1.62211416,9.56806800,9.42942130,0.05181637,1.62211416,-260.55000419,-242.48399268,259.74568792,250.13800815,9.71600732,269.85766003,250.18762193,8.34132803,269.85766003,1999.34301261,78.65508370,1932.97293903,-105969.15314500,36.49094909,4.46147514,0.78211423,36.49400069,1.53067551,87.70124666
5398,132.70745443,7.07211307,-4.05211473,-0.32717808,-1.56606306,-3.75154978,16.79481014,220.58384900,29.71707177,18.78449000,0.02993472,17.53876000,0.02242766,16.90089000,0.01793393,16.63310000,0.01633089,16.50923000,0.01739555,407.63110000,2.26311500,4.24145500,0.06216651,5235.36700000,5.34134900,-1.69649300,0.02373625,1070.03568237,-0.70576789,-0.60457122,0.53043537,9.05431548,6.21636398,0.55863566,9.07153254,9.03410884,-0.60457122,0.55863566,-281.19504781,-230.41595435,185.54292702,271.01455533,21.78404565,195.71969857,268.95517248,39.83150813,195.71969857,1415.59278517,360.64704078,1089.91815893,-121287.60474500,26.23418700,3.19212670,0.78304271,25.11635627,1.30540421,74.79415185
5409,115.91257129,26.84202929,6.58270105,-19.03149921,20.13499712,-0.33437434,17.42878975,193.30497960,22.65870242,18.85633000,0.02732800,17.85622000,0.01426805,17.48282000,0.01672728,17.34017000,0.01762727,17.30196000,0.02267447,-158.60730000,3.20759000,4.28953200,0.17419550,6020.22700000,53.61304000,-1.49652600,0.05497979,2955.73379478,-2.65438664,-0.62771400,1.13866983,10.99874652,6.22608287,1.17294925,11.06111364,10.98081965,-0.62771400,1.17294925,205.60644679,-241.28205158,-65.42552746,-215.00123693,10.91794842,-56.76695445,-215.27390886,-1.37027108,-56.76695445,1397.37643376,-15.07126424,46.05906074,-141765.71218700,17.85606534,0.65615148,0.92911152,5.46572311,1.65374662,94.75270196
